APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
5040019030,05/01/2017,Single Family,"1229 W 35TH ST
LOS ANGELES, CA 90007
(34.024144, -118.295442)",LOS ANGELES,CA,90007,8,Franklin Credit Management Corp,DK Knight,201-604-1800,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5040011017,01/20/2017,Single Family,"1325 W 37TH DR
LOS ANGELES, CA 90007
(34.019045, -118.298217)",LOS ANGELES,CA,90007,8,"Christiana Trust, A Division of Wilmington Savings Fund Society, FSB, not in its individual capacity",Mauricio Lanio,888-504-6700,"Miles Preservation, LLC",Adam Miles,27226   Via Industria  A Temecula CA 92590,951-928-4848
4388004024,01/03/2017,Single Family,"2308 N COLDWATER CANYON DR
LOS ANGELES, CA 90210
(34.114625, -118.403905)",LOS ANGELES,CA,90210,4,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
7470008021,12/12/2017,Vacant Residential,"1486 W HAMILTON AVE
SAN PEDRO, CA 90731
(33.716939, -118.309718)",SAN PEDRO,CA,90731,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2255014013,01/10/2017,Single Family,"17229 W MARTHA ST
LOS ANGELES, CA 91316
(34.173479, -118.508777)",LOS ANGELES,CA,91316,5,"Bayview Loan Servicing, LLC",Michael Lopata,954-590-7161,Superior Field Services,Moti Shoham,5525   Morella AVE  Valley Village CA 91607,818-424-4732
2531012042,01/31/2017,Single Family,"11730 W GRUEN ST
LOS ANGELES, CA 91342
(34.283438, -118.388288)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2608021005,12/08/2017,Single Family,"12340 N LITHUANIA DR
LOS ANGELES, CA 91344
(34.295525, -118.506524)",LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5304012027,11/15/2017,Single Family,"1187 E MONTECITO DR
LOS ANGELES, CA 90031
(34.087757, -118.199668)",LOS ANGELES,CA,90031,1,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5055015009,12/13/2017,Multi-Family,"1263 W ADAMS BLVD
LOS ANGELES, CA 90007
(34.032763, -118.288148)",LOS ANGELES,CA,90007,8,Statebridge Company LLC,Frank Robbins,303-962-6753,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2538014005,12/02/2017,Single Family,"11001 W PEORIA ST
LOS ANGELES, CA 91352
(34.245603, -118.370628)",LOS ANGELES,CA,91352,7,Bank of America,Joan Duffy,818-285-5230,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2566010040,12/29/2017,Single Family,"10500 N LAS LUNITAS AVE
LOS ANGELES, CA 91042
(34.259568, -118.291331)",LOS ANGELES,CA,91042,7,Champion Mortgage,Jennifer Hathaway,972-894-2950,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2217031063,11/10/2017,Single Family,"7320 N LENNOX AVE
VAN NUYS, CA 91406
(34.203681, -118.445959)",VAN NUYS,CA,91406,2,Radian Guaranty Inc.,Jared VanStaveren,818-456-5065,REMAX Empower,Claudio Madariaga,701  S Victory BLVD  Burbank CA 91405,818-848-3637
6061026021,08/09/2017,Single Family,"517 W 105TH ST
LOS ANGELES, CA 90044
(33.940755, -118.283395)",LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
5215033006,11/17/2017,Single Family,"2131 N MCPHERSON PL
LOS ANGELES, CA 90032
(34.068782, -118.181473)",LOS ANGELES,CA,90032,14,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2127013073,05/03/2017,Single Family,"18823 W ERWIN ST
LOS ANGELES, CA 91335
(34.183875, -118.543319)",LOS ANGELES,CA,91335,3,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubia,3540   Wilshire DR 1109 Los Angeles CA 90010,213-383-2097
5113009007,12/27/2017,Multi-Family,"368 E 42ND PL
LOS ANGELES, CA 90011
(34.006577, -118.268884)",LOS ANGELES,CA,90011,9,"Wilmington Trust, NA, c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
6019006033,01/23/2017,Single Family,"1200 W 78TH ST
LOS ANGELES, CA 90044
(33.969404, -118.296386)",LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6051025006,01/10/2017,Multi-Family,"739 1/2 E 106TH ST
LOS ANGELES, CA 90002
(33.940126, -118.261621)",LOS ANGELES,CA,90002,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2684013033,01/24/2017,Single Family,"10403 N GERALD AVE
LOS ANGELES, CA 91344
(34.259333, -118.494677)",LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
7411001020,11/02/2017,Multi-Family,"1662 W 259TH PL
HARBOR CITY, CA 90710
(33.787524, -118.306453)",HARBOR CITY,CA,90710,15,Nationstar Mortgage,Code Violations,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
5037012028,01/03/2017,Single Family,"1159 W ROLLAND CURTIS PL
LOS ANGELES, CA 90037
(34.01642, -118.297126)",LOS ANGELES,CA,90037,8,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,3540   Wilshire  1109 Los Angeles CA 90010,877-340-0060
2321026010,01/09/2017,Multi-Family,"6805 N VANTAGE AVE
NORTH HOLLYWOOD, CA 91605
(34.1942, -118.397622)",NORTH HOLLYWOOD,CA,91605,2,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918
2174025021,07/03/2017,Single Family,"4526 N TENANGO DR
LOS ANGELES, CA 91364
(34.152162, -118.573706)",LOS ANGELES,CA,91364,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
4360032007,06/14/2017,Single Family,"10535 WILSHIRE
LOS ANGELES, CA 90024
(34.0632, -118.432618)",LOS ANGELES,CA,90024,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2507005017,07/03/2017,Single Family,"12468 N RALSTON AVE
LOS ANGELES, CA 91342
(34.296904, -118.452094)",LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
5006022008,10/26/2017,Multi-Family,"5725 S 6TH AVE
LOS ANGELES, CA 90043
(33.990129, -118.323638)",LOS ANGELES,CA,90043,8,Nationstar Mortgage,Code Violations,888-456-0714,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097
2701007123,10/30/2017,Single Family,"19407 W TURTLE RIDGE LANE
LOS ANGELES, CA 91326
(34.295918, -118.556957)",LOS ANGELES,CA,91326,12,Reverse Mortgage Solutions,Josefina Martinez,832-616-5907,KMC Landscaping Services Inc.,Matt Cohick,42263  W 50 ST 127 Lancaster CA 93536,661-733-2822
2220017006,06/14/2017,Single Family,"14949 W HARTLAND ST
VAN NUYS, CA 91405
(34.195283, -118.459293)",VAN NUYS,CA,91405,6,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
4226013031,01/05/2017,Single Family,"4 E 20TH AVE
LOS ANGELES, CA 90291
(33.984906, -118.471665)",LOS ANGELES,CA,90291,11,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2266010009,01/31/2017,Single Family,"14250 W GREENLEAF ST
LOS ANGELES, CA 91423
(34.147472, -118.443727)",LOS ANGELES,CA,91423,4,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5669024020,02/10/2017,Single Family,"5139 N ARGUS DR
LOS ANGELES, CA 90041
(34.140597, -118.206122)",LOS ANGELES,CA,90041,14,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,Brad Cossingham,Brad  Cossingham,136   maple ave  claremont nh 3743,800-639-2151
5005003023,01/23/2017,Single Family,"5329 S 2ND AVE
LOS ANGELES, CA 90043
(33.994107, -118.319259)",LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5031012002,10/26/2017,Single Family,"4009 W DON FELIPE DR
LOS ANGELES, CA 90008
(34.007159, -118.345207)",LOS ANGELES,CA,90008,8,SHELLPOINT MORTGAGE SERVICING c/o Peak Foreclosure,KELLI ESPINOZA,818-206-3160,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2532003007,10/03/2017,Single Family,"12395 W VAN NUYS BLVD
LOS ANGELES, CA 91331
(34.279827, -118.403261)",LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6023023003,06/15/2017,Single Family,"708 E 76TH PL
LOS ANGELES, CA 90001
(33.970256, -118.262521)",LOS ANGELES,CA,90001,9,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
4112004014,01/03/2017,Single Family,"8347 S CREIGHTON AVE
LOS ANGELES, CA 90045
(33.96206, -118.412739)",LOS ANGELES,CA,90045,11,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2648019012,07/18/2017,Single Family,"14509 W SAN JOSE ST
LOS ANGELES, CA 91345
(34.261488, -118.448898)",LOS ANGELES,CA,91345,7,Selene Finance LP,Grace Wesson,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890
4416020055,06/15/2017,Single Family,"17782 W TRAMONTO DR
LOS ANGELES, CA 90272
(34.042803, -118.562274)",LOS ANGELES,CA,90272,11,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2690009010,09/26/2017,Single Family,"8725 N BALBOA BLVD
LOS ANGELES, CA 91325
(34.229552, -118.502595)",LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
4368009029,12/28/2017,Single Family,"11810 W BEL TER
LOS ANGELES, CA 90049
(34.085365, -118.472694)",LOS ANGELES,CA,90049,5,"Center Street Lending Fund IV SPE, LLC, a Delaware Limited Liability Company",Kristina Guillen,949-430-0757,NULL,NULL,,NULL
2329005012,01/31/2017,Single Family,"13506 W GILMORE ST
LOS ANGELES, CA 91401
(34.187631, -118.427246)",LOS ANGELES,CA,91401,2,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2109018006,07/03/2017,Single Family,"21025 W STAGG ST
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
5424003010,01/02/2017,Multi-Family,"2323 W MAYBERRY ST
LOS ANGELES, CA 90026
(34.083895, -118.263447)",LOS ANGELES,CA,90026,13,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire BLVD 1190 Los Angeles CA 90010,213-383-2097
5558021017,01/05/2017,Single Family,"1713 N QUEENS CT
LOS ANGELES, CA 90069
(34.101299, -118.3778)",LOS ANGELES,CA,90069,4,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
5458015040,01/23/2017,Multi-Family,"3243 1/2 N DREW ST
LOS ANGELES, CA 90065
(34.119369, -118.243927)",LOS ANGELES,CA,90065,13,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2024009021,01/09/2017,Single Family,"22143 W BASSETT ST
LOS ANGELES, CA 91303
(34.195553, -118.609601)",LOS ANGELES,CA,91303,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2502012061,01/25/2017,Single Family,"15016 W LA MESA ST
LOS ANGELES, CA 91342
(34.320806, -118.459519)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6052012005,11/07/2017,Multi-Family,"218 1/2 E 95TH ST
LOS ANGELES, CA 90003
(33.950191, -118.271004)",LOS ANGELES,CA,90003,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100
2032026053,12/01/2017,Single Family,"24756 W EILAT ST
LOS ANGELES, CA 91367
(34.177382, -118.664923)",LOS ANGELES,CA,91367,3,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,3540   Wilshire  1109 Los Angeles CA 90010,877-340-0060
5116019032,09/12/2017,Multi-Family,"1591 E VERNON AVE
LOS ANGELES, CA 90011
(34.003905, -118.24567)",LOS ANGELES,CA,90011,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2656003027,11/17/2017,Single Family,"9831 N SEPULVEDA BLVD
NORTH HILLS, CA 91343
(34.249337, -118.467601)",NORTH HILLS,CA,91343,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
4258018029,10/27/2017,Multi-Family,"2778 S SAWTELLE BLVD
LOS ANGELES, CA 90064
(34.028317, -118.433074)",LOS ANGELES,CA,90064,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918
2763003057,01/20/2017,Single Family,"9552 N GLADBECK AVE
LOS ANGELES, CA 91324
(34.244203, -118.538775)",LOS ANGELES,CA,91324,12,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5061007014,01/31/2017,Single Family,"2015 S BUCKINGHAM ROAD
LOS ANGELES, CA 90016
(34.037598, -118.337501)",LOS ANGELES,CA,90016,10,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6033006024,05/18/2017,Multi-Family,"7912 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.966881, -118.300244)",LOS ANGELES,CA,90044,8,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
5090032007,11/17/2017,Multi-Family,"703 S CRENSHAW BLVD
LOS ANGELES, CA 90005
(34.060378, -118.319831)",LOS ANGELES,CA,90005,4,East West Bank,Cynthia Robinson,626-371-8700,Five Brothers,Cynthia Robinson,703   Crenshaw BLVD  Los Angeles CA 90005,586-772-7600
4384014003,10/05/2017,Single Family,"9675 W YOAKUM DR
LOS ANGELES, CA 90210
(34.113217, -118.429441)",LOS ANGELES,CA,90210,5,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5544003045,02/11/2017,Vacant Residential,"1853 N GARFIELD PL 1-6
HOLLYWOOD, CA 90028
(34.104947, -118.310726)",HOLLYWOOD,CA,90028,13,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2609017001,01/02/2017,Single Family,"16548 W KNOLLWOOD DR
LOS ANGELES, CA 91344
(34.294409, -118.494815)",LOS ANGELES,CA,91344,12,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,877-340-0060
5116007035,06/15/2017,Multi-Family,"1415 E VERNON AVE
LOS ANGELES, CA 90011
(34.003882, -118.249436)",LOS ANGELES,CA,90011,9,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
5544016038,11/13/2017,Multi-Family,"1522 N HARVARD BLVD 1-3
LOS ANGELES, CA 90027
(34.098914, -118.304356)",LOS ANGELES,CA,90027,13,"Wilmington Trust, NA, c/o Select Portfolio Servicing",Wilmington Trust Select Portfolio Servicing,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
4366015029,01/02/2017,Single Family,"359 S GLENROY AVE
LOS ANGELES, CA 90049
(34.068951, -118.460986)",LOS ANGELES,CA,90049,5,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097
2604013016,01/03/2017,Single Family,"15612 W COBALT ST
LOS ANGELES, CA 91342
(34.305445, -118.471323)",LOS ANGELES,CA,91342,7,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2184037007,01/09/2017,Single Family,"4250 N ALONZO AVE
LOS ANGELES, CA 91316
(34.147564, -118.521427)",LOS ANGELES,CA,91316,5,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,NULL,NULL,,NULL
5106015003,03/22/2017,Single Family,"1616 E 47TH ST
LOS ANGELES, CA 90011
(34.000983, -118.245142)",LOS ANGELES,CA,90011,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2174014012,01/31/2017,Single Family,"4756 N VISTA DE ORO AVE
LOS ANGELES, CA 91364
(34.156322, -118.581737)",LOS ANGELES,CA,91364,3,Gerald Feldman,Gerald Feldman,310-203-5430,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2108002010,12/13/2017,Single Family,"8117 N SUNNY BRAE AVE
LOS ANGELES, CA 91306
(34.217461, -118.580844)",LOS ANGELES,CA,91306,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2779014011,08/18/2017,Single Family,"21341 W COMMUNITY ST
LOS ANGELES, CA 91304
(34.222148, -118.596018)",LOS ANGELES,CA,91304,3,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
4325001080,01/30/2017,Single Family,"10724 W WILSHIRE BLVD 1-157
LOS ANGELES, CA 90024
",LOS ANGELES,CA,90024,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
5521009007,09/14/2017,Multi-Family,"508 N KINGSLEY DR
LOS ANGELES, CA 90004
(34.080279, -118.303426)",LOS ANGELES,CA,90004,13,RUSHMORE LOAN MGMT SERVICES,ENRIQUE OROZCO,949-341-5601,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2504009009,12/13/2017,Single Family,"13601 N GLADSTONE AVE
LOS ANGELES, CA 91342
(34.319121, -118.439008)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
5211014004,01/25/2017,Multi-Family,"2327 1/2 N HOLGATE SQ
LOS ANGELES, CA 90031
(34.072828, -118.200907)",LOS ANGELES,CA,90031,1,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
7559040003,01/31/2017,Single Family,"384 S MIRALESTE DR
SAN PEDRO, CA 90732
(33.741136, -118.319466)",SAN PEDRO,CA,90732,15,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2723012044,11/14/2017,Single Family,"22215 W JAMES ALAN CIR
CHATSWORTH, CA 91311
(34.26077, -118.611928)",CHATSWORTH,CA,91311,12,US Bank NA as Trustee for LSF9 Master Participation Trust,Lorenza Williams,470-616-1073,WRI PROPERTY MANAGEMENT,Lorenza Williams,880   SHERMAN AVE 3 CORONA CA 92882,404-655-9334
5472008020,11/28/2017,Single Family,"4001 N BARRYKNOLL DR
LOS ANGELES, CA 90065
(34.116262, -118.224762)",LOS ANGELES,CA,90065,1,RUSHMORE LOAN MGMT SERVICES,ENRIQUE OROZCO,949-341-5601,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6020003010,06/14/2017,Single Family,"824 W 73RD ST
LOS ANGELES, CA 90044
(33.973642, -118.288005)",LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2035013018,08/10/2017,Single Family,"23415 W CALVERT ST
LOS ANGELES, CA 91367
(34.181058, -118.637326)",LOS ANGELES,CA,91367,3,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2718020023,01/09/2017,Single Family,"10915 N SYLVIA AVE
LOS ANGELES, CA 91326
(34.268488, -118.552024)",LOS ANGELES,CA,91326,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2782007016,01/03/2017,Single Family,"8454 N OAKDALE AVE
LOS ANGELES, CA 91306
(34.223699, -118.566675)",LOS ANGELES,CA,91306,3,Selene Finance LP,Grace Wesson,951-428-2250,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
